x,y,z
0.4902852475643158,0.5940895080566406,-0.032646432518959045
0.49023380875587463,0.5189241766929626,-0.07976552098989487
0.48954153060913086,0.5361429452896118,-0.03751474246382713
0.4783117175102234,0.4410109221935272,-0.06680678576231003
0.49058258533477783,0.4975437819957733,-0.08678242564201355
0.4909657835960388,0.46618741750717163,-0.08333168178796768
0.4919734299182892,0.3849097192287445,-0.05103231593966484
0.3869224786758423,0.3580440878868103,0.004756823647767305
0.4935043752193451,0.33187055587768555,-0.047166354954242706
0.4944308400154114,0.30382049083709717,-0.05384020134806633
0.4970601499080658,0.1911884844303131,-0.048045337200164795
0.4902385473251343,0.6047132611274719,-0.02947835996747017
0.49013233184814453,0.6113061308860779,-0.023530572652816772
0.4899747669696808,0.6128836870193481,-0.01622099243104458
0.4907194674015045,0.6259652376174927,-0.008897136896848679
0.49066850543022156,0.6352752447128296,-0.010443841107189655
0.49047818779945374,0.6459699869155884,-0.01270503643900156
0.4902312457561493,0.6559740900993347,-0.009230229072272778
0.4894252121448517,0.6661103963851929,0.006954105570912361
0.48982542753219604,0.527981698513031,-0.07087858766317368
0.4748011827468872,0.523485004901886,-0.04957255721092224
0.3275516629219055,0.26792407035827637,0.06263620406389236
0.4307349622249603,0.38250190019607544,-0.00694999797269702
0.4155358672142029,0.3834816813468933,-0.006940934341400862
0.4005623459815979,0.38217148184776306,-0.003928481601178646
0.3815499246120453,0.3662356436252594,0.007234374526888132
0.44319167733192444,0.3781091272830963,-0.005898187402635813
0.40868616104125977,0.32816821336746216,-0.017933553084731102
0.425571471452713,0.329828143119812,-0.01726556196808815
0.3938125967979431,0.33089521527290344,-0.013877591118216515
0.38407355546951294,0.3368767499923706,-0.00781379546970129
0.36743444204330444,0.38290202617645264,0.015280874446034431
0.43276268243789673,0.6840121746063232,0.02693082019686699
0.3810395300388336,0.35097289085388184,0.00851200520992279
0.31767988204956055,0.3620794415473938,0.07960761338472366
0.34858837723731995,0.3663218021392822,0.02787795104086399
0.41713523864746094,0.4841148853302002,-0.011967141181230545
0.4721899926662445,0.5900317430496216,-0.03147231414914131
0.4756723642349243,0.6104558110237122,-0.021687101572752
0.4543205499649048,0.5955126285552979,-0.022841261699795723
0.4439794421195984,0.6030580401420593,-0.011492233723402023
0.4629465639591217,0.6111595630645752,-0.016363848000764847
0.4532848000526428,0.6125866174697876,-0.006374341901391745
0.42288529872894287,0.6286559104919434,0.016550889238715172
0.477450966835022,0.5174689292907715,-0.0787738636136055
0.47560229897499084,0.49709099531173706,-0.08543077111244202
0.3610030710697174,0.3201583921909332,-0.009103924036026001
0.44685059785842896,0.4266092777252197,-0.01975032314658165
0.44134050607681274,0.504408597946167,-0.04188014939427376
0.44071149826049805,0.4911573529243469,-0.038172103464603424
0.37363192439079285,0.4765334129333496,0.0035289835650473833
0.47691938281059265,0.4676094651222229,-0.07894257456064224
0.3970053493976593,0.3040451109409332,-0.0361214242875576
0.37607187032699585,0.30834048986434937,-0.02540305256843567
0.34393203258514404,0.234568789601326,0.028968971222639084
0.46276968717575073,0.3252938985824585,-0.04384231939911842
0.44021376967430115,0.3369525969028473,-0.011331366375088692
0.4128069281578064,0.6095735430717468,0.017650796100497246
0.32927295565605164,0.5605260133743286,0.1454618126153946
0.4520885646343231,0.5165199041366577,-0.03401375189423561
0.46430566906929016,0.5242719650268555,-0.035027895122766495
0.4307180941104889,0.6162208318710327,0.01542027946561575
0.43752193450927734,0.6154654622077942,0.011281376704573631
0.3675617575645447,0.2937425374984741,-0.019531646743416786
0.44076764583587646,0.5130693912506104,-0.03234545513987541
0.42546895146369934,0.3079342246055603,-0.04245707765221596
0.4225151836872101,0.2907673716545105,-0.0477605015039444
0.40744197368621826,0.19558170437812805,-0.031027497723698616
0.3560616970062256,0.2638819217681885,0.0009374337387271225
0.4164275825023651,0.2426622360944748,-0.0410376712679863
0.3514186441898346,0.30867958068847656,0.002770952880382538
0.3393935263156891,0.28959596157073975,0.030789591372013092
0.47371456027030945,0.6026529669761658,-0.028425032272934914
0.45932239294052124,0.6057850122451782,-0.020240243524312973
0.44874656200408936,0.608639657497406,-0.010248493403196335
0.4556672275066376,0.5205920338630676,-0.031249044463038445
0.4342975616455078,0.6166662573814392,0.013034841977059841
0.4396350383758545,0.6216708421707153,0.005415554158389568
0.43899816274642944,0.6133463978767395,0.010521866381168365
0.46061980724334717,0.51170814037323,-0.0569194070994854
0.4563060998916626,0.6106056571006775,-0.0035596308298408985
0.46598851680755615,0.6109765768051147,-0.009967180900275707
0.4775879979133606,0.6119110584259033,-0.01480606198310852
0.46985921263694763,0.6655686497688293,0.006804863456636667
0.47144266963005066,0.654010534286499,-0.009372607804834843
0.4729543924331665,0.6431896686553955,-0.012330522760748863
0.4746353030204773,0.6326327323913574,-0.009853819385170937
0.4761485755443573,0.6247466802597046,-0.008002390153706074
0.4530237913131714,0.619872510433197,0.00024159831809811294
0.4506252110004425,0.6226238012313843,-0.0016315109096467495
0.44674503803253174,0.6277446746826172,-0.0028887754306197166
0.44310614466667175,0.6330692768096924,1.4326770724437665e-05
0.4301603436470032,0.5731093883514404,-0.009925773367285728
0.31458014249801636,0.4489439129829407,0.15433895587921143
0.489617258310318,0.5303095579147339,-0.04944649711251259
0.44653409719467163,0.6174944639205933,0.005992757622152567
0.4433908462524414,0.6194871664047241,0.005022543016821146
0.46970102190971375,0.5351657271385193,-0.033935509622097015
0.44601431488990784,0.5265424251556396,-0.01951259933412075
0.4669812023639679,0.5300136804580688,-0.035107433795928955
0.4321100115776062,0.43837809562683105,-0.013693107292056084
0.4084857106208801,0.4531252384185791,-0.009523659944534302
0.43839117884635925,0.4998677372932434,-0.028527390211820602
0.36892545223236084,0.2098117470741272,-0.004048612900078297
0.380355566740036,0.2471586912870407,-0.021933848038315773
0.3914351761341095,0.28636908531188965,-0.035205647349357605
0.4352004826068878,0.641400158405304,0.011605577543377876
0.45814982056617737,0.29803645610809326,-0.05312040448188782
0.45354047417640686,0.24411273002624512,-0.05093246325850487
0.4486459493637085,0.19033610820770264,-0.04553503915667534
0.3884044289588928,0.3762750029563904,0.0017185951583087444
0.3491392731666565,0.39906951785087585,0.024556035175919533
0.451190710067749,0.373543918132782,-0.004004209768027067
0.3676949739456177,0.3426518440246582,0.0037496311124414206
0.4572960436344147,0.4136483669281006,-0.026296596974134445
0.45087867975234985,0.49859219789505005,-0.05767561122775078
0.33136022090911865,0.4110221266746521,0.04207660257816315
0.36080390214920044,0.4179016947746277,0.012863587588071823
0.38169246912002563,0.4290296733379364,0.0008032568148337305
0.4114287495613098,0.42600077390670776,-0.005355200730264187
0.4320670962333679,0.41672155261039734,-0.008071797899901867
0.44687527418136597,0.4073314666748047,-0.01305408775806427
0.47765082120895386,0.38901787996292114,-0.04513851925730705
0.33475810289382935,0.45940929651260376,0.042853791266679764
0.3536640405654907,0.33965402841567993,0.009520343504846096
0.4820384085178375,0.5268085598945618,-0.0702689066529274
0.447316974401474,0.4513969123363495,-0.02298080362379551
0.3128663897514343,0.3528122901916504,0.13031743466854095
0.4584513306617737,0.3972848057746887,-0.016296787187457085
0.43757161498069763,0.49925896525382996,-0.012757412157952785
0.37638866901397705,0.3530387282371521,0.011077244766056538
0.45054107904434204,0.48256364464759827,-0.05307823419570923
0.31796783208847046,0.5026357173919678,0.15362870693206787
0.45083028078079224,0.36446213722229004,-0.0009726612479425967
0.46342527866363525,0.4729144871234894,-0.06917394697666168
0.36624741554260254,0.6270816326141357,0.0733092799782753
0.3643498122692108,0.6453092694282532,0.10243268311023712
0.3163057565689087,0.45527493953704834,0.0983615294098854
0.34731173515319824,0.5941516160964966,0.0871877446770668
0.32796239852905273,0.3215329051017761,0.05905452370643616
0.42774084210395813,0.7020893096923828,0.03847850486636162
0.48339277505874634,0.5291910171508789,-0.048476871103048325
0.43439212441444397,0.46685391664505005,-0.015909573063254356
0.33397284150123596,0.36814606189727783,0.04283200949430466
0.40246403217315674,0.36812275648117065,-0.0026569173205643892
0.4157303273677826,0.3710627555847168,-0.0058186971582472324
0.4355890154838562,0.6241673231124878,0.00814134906977415
0.3382236361503601,0.5026524662971497,0.05387528985738754
0.45433399081230164,0.730667769908905,0.047167226672172546
0.4075919985771179,0.697991669178009,0.07054272294044495
0.3873582184314728,0.6764532923698425,0.08423783630132675
0.49573537707328796,0.24714317917823792,-0.05230420082807541
0.4870428740978241,0.7352406978607178,0.04448292776942253
0.4284825921058655,0.3701991140842438,-0.006110059097409248
0.44054150581359863,0.367319256067276,-0.004114310257136822
0.44782766699790955,0.36602023243904114,-0.0013640086399391294
0.34171852469444275,0.3331336975097656,0.02427232451736927
