x,y,z
0.6227642893791199,0.681900143623352,-0.04949372634291649
0.6215627193450928,0.6012722849845886,-0.09630102664232254
0.6209562420845032,0.6255831122398376,-0.048791736364364624
0.6029548048973083,0.5259487628936768,-0.07412512600421906
0.620831310749054,0.577744722366333,-0.10299444198608398
0.619252622127533,0.5467085242271423,-0.09639760851860046
0.6151220202445984,0.472578227519989,-0.05015632137656212
0.4878212809562683,0.4771937131881714,0.01880127191543579
0.6125766038894653,0.42527222633361816,-0.040623489767313004
0.611552357673645,0.395999550819397,-0.0459299199283123
0.6068856120109558,0.281017541885376,-0.027506770566105843
0.6230756640434265,0.6931014060974121,-0.04704422876238823
0.6231348514556885,0.7005650401115417,-0.040413595736026764
0.6229214668273926,0.7029711008071899,-0.031993549317121506
0.623505711555481,0.7078184485435486,-0.029093310236930847
0.623978316783905,0.7163437604904175,-0.03182477876543999
0.6243138313293457,0.7272799015045166,-0.034970398992300034
0.6246441602706909,0.739342212677002,-0.03165991231799126
0.6243764162063599,0.7609921097755432,-0.012230797670781612
0.621475100517273,0.612960159778595,-0.08667521178722382
0.605711817741394,0.6121399402618408,-0.06173384562134743
0.4159184992313385,0.399630606174469,0.10023761540651321
0.5390048027038574,0.4937112331390381,0.002047461224719882
0.5213191509246826,0.49692410230636597,0.002584005706012249
0.5043438076972961,0.4970585107803345,0.006846300791949034
0.481984943151474,0.4875459372997284,0.021349865943193436
0.5539823174476624,0.4865948557853699,0.003843459999188781
0.5142439603805542,0.4469119608402252,-0.0071693770587444305
0.532355546951294,0.4456025958061218,-0.006476023234426975
0.49791932106018066,0.4515039324760437,-0.001942942850291729
0.4867648482322693,0.4584672451019287,0.005409353878349066
0.4671233296394348,0.5038303136825562,0.030321594327688217
0.5586103200912476,0.8038947582244873,0.006892862264066935
0.4816160500049591,0.4727342128753662,0.024236422032117844
0.41097670793533325,0.498054563999176,0.11005380004644394
0.4451368451118469,0.49146315455436707,0.04759754613041878
0.5322037935256958,0.5898264646530151,-0.012890900485217571
0.6025465726852417,0.6798327565193176,-0.047496236860752106
0.6063995957374573,0.701386570930481,-0.03822191432118416
0.5822140574455261,0.6885033249855042,-0.037514690309762955
0.5690035223960876,0.6994141936302185,-0.02547578141093254
0.5916262269020081,0.7041305899620056,-0.03209714964032173
0.5795638561248779,0.7075151801109314,-0.020627081394195557
0.5461804866790771,0.7341059446334839,0.002276168204843998
0.6070218682289124,0.6015223860740662,-0.09491659700870514
0.6039602756500244,0.5793479084968567,-0.10121160745620728
0.455812931060791,0.439464271068573,0.008675996214151382
0.5641624927520752,0.5285129547119141,-0.016873428598046303
0.5663294196128845,0.5994356274604797,-0.05044590309262276
0.5646783709526062,0.5871655344963074,-0.04512394964694977
0.47831934690475464,0.5927310585975647,0.007694989442825317
0.6035215854644775,0.5504379272460938,-0.09103033691644669
0.49814096093177795,0.41482529044151306,-0.023252852261066437
0.4731675982475281,0.4235997200012207,-0.009822172112762928
0.4322633743286133,0.35796692967414856,0.0628901794552803
0.576697587966919,0.4245218336582184,-0.035800326615571976
0.5491197109222412,0.4491511285305023,-0.0001382117479806766
